SID:010,5,ALSE1C,RW16R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,ALSE1C,RW16R,OBVER,OB,E,A,E   , ,   ,CF, ,DIA,OT,D, ,      ,1643,0141,1710,0150, ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALSE1C,RW16R,NAKAB,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALSE1C,RW16R,LUDOS,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:055,5,ALSE1C,RW16R,NOSBI,OT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALSE1C,RW16R,NOVLA,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALSE1C,RW16R,GOBLU,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ALSE1C,RW16R,ALSEM,OB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALSE1E,RW34R,SOKEN,OT,P,C,E   , ,   ,CF, ,DIA,OT,D, ,      ,3493,0132,3360,0100,+,02500,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,ALSE1E,RW34R,DEMBO,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALSE1E,RW34R,UKILA,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALSE1E,RW34R,LABOV,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALSE1E,RW34R,ALSEM,OB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALSE1M,RW16L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,ALSE1M,RW16L,TORKO,OT,P,C,E   , ,   ,CF, ,DIA,OT,D, ,      ,1242,0057,1560,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALSE1M,RW16L,PASAV,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALSE1M,RW16L,DEBOM,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALSE1M,RW16L,PEGEM,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALSE1M,RW16L,GOBLU,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALSE1M,RW16L,ALSEM,OB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALSE1W,RW34L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,ALSE1W,RW34L,GETAM,OT,E,A,E   , ,   ,CF, ,DIA,OT,D, ,      ,3349,0110,3210,0080,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALSE1W,RW34L,ENELI,OT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALSE1W,RW34L,KOBEN,OT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALSE1W,RW34L,GIBIN,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALSE1W,RW34L,TABKI,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALSE1W,RW34L,LUBAK,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ALSE1W,RW34L,ULELO,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ALSE1W,RW34L,ALSEM,OB,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALVE1C,RW16R, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,13000,-,250,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,ALVE1C,RW16R,OBVER,OB,E,A,E   , ,   ,CF, ,DIA,OT,D, ,      ,1643,0141,1710,0150, ,04000,     ,     ,-,250,    ,   , , , , , , , , ;
SID:030,5,ALVE1C,RW16R,SODER,OT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     ,-,250,    ,   , , , , , , , , ;
SID:040,5,ALVE1C,RW16R,MUSAN,OT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALVE1C,RW16R,ENELI,OT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALVE1C,RW16R,TUKEN,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALVE1C,RW16R,ALKAG,OT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ALVE1C,RW16R,DEBIL,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:090,5,ALVE1C,RW16R,ALVEN,OT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALVE1E,RW34R,SOKEN,OT,P,C,E   , ,   ,CF, ,DIA,OT,D, ,      ,3493,0132,3360,0100,+,02500,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,ALVE1E,RW34R,DEMBO,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALVE1E,RW34R,GIBIN,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALVE1E,RW34R,ITSET,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALVE1E,RW34R,ALVEN,OT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALVE1M,RW16L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,1560,    ,+,00500,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,ALVE1M,RW16L,TORKO,OT,P,C,E   , ,   ,CF, ,DIA,OT,D, ,      ,1242,0057,1560,0050, ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALVE1M,RW16L,PASAV,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,04000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALVE1M,RW16L,DEBOM,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,05000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:050,5,ALVE1M,RW16L,PEGEM,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,06000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:060,5,ALVE1M,RW16L,GOBLU,OB,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,07000,     ,     , ,   ,    ,   , , , , , , , , ;
SID:070,5,ALVE1M,RW16L,SITAL,OT,P,C,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:080,5,ALVE1M,RW16L,ALVEN,OT,E,A,EE  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:010,5,ALVE1W,RW34L, , , , ,    , ,   ,CA, , , , , ,      ,    ,    ,3360,    ,+,00500,     ,13000, ,   ,    ,   ,OTHH,OT,P,A, , , , ;
SID:020,5,ALVE1W,RW34L,GETAM,OT,E,A,E   , ,   ,CF, ,DIA,OT,D, ,      ,3349,0110,3210,0080,+,02500,     ,     , ,   ,    ,   , , , , , , , , ;
SID:030,5,ALVE1W,RW34L,ENELI,OT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
SID:040,5,ALVE1W,RW34L,KOBEN,OT,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,03000,     ,     , ,   ,    ,   , , , , , , , , ;
